action_id,event_id,action_type,execution_slot,enforcement_latency_us,success_flag,affected_flows
18314,18314,Isolation,48,27.063265889779412,1,21
18315,18315,Isolation,73,30.330463837157737,1,24
18316,18316,Access Control,91,28.426480085022696,1,20
18317,18317,Traffic Redirection,57,27.070171935756385,1,43
18318,18318,Traffic Redirection,67,33.61530135429075,1,14
18319,18319,Access Control,121,27.880302606862223,1,23
18320,18320,Access Control,25,28.94261863165857,1,49
18321,18321,Traffic Redirection,127,24.951284882675772,1,46
18322,18322,Isolation,108,22.886290347901575,1,34
18323,18323,Traffic Redirection,72,37.199133607584045,1,23
18324,18324,Traffic Redirection,10,23.03084265120713,1,10
18325,18325,Access Control,89,32.41591516624639,1,29
18326,18326,Access Control,8,27.079362313418265,1,19
18327,18327,Isolation,26,33.86759873070062,1,18
18328,18328,Traffic Redirection,53,25.937880476550717,1,29
18329,18329,Access Control,25,34.665572041059434,1,37
18330,18330,Access Control,14,30.22891796613791,1,14
18331,18331,Isolation,47,24.143464219425944,1,37
18332,18332,Traffic Redirection,35,31.570002849532223,1,47
18333,18333,Isolation,100,33.792544795259886,1,5
18334,18334,Traffic Redirection,126,37.598040762488736,1,47
18335,18335,Access Control,100,30.27259733809773,0,11
18336,18336,Traffic Redirection,127,29.606910583546885,1,22
18337,18337,Traffic Redirection,9,32.19167347961332,1,45
18338,18338,Isolation,99,36.39491153510732,1,8
18339,18339,Isolation,80,33.90764647154686,1,41
18340,18340,Access Control,34,37.989667030025416,1,18
18341,18341,Traffic Redirection,8,26.12308571194511,1,7
18342,18342,Traffic Redirection,119,27.348436245007775,1,25
18343,18343,Isolation,52,26.215085007783617,1,9
18344,18344,Access Control,100,28.009002895491133,1,32
18345,18345,Access Control,53,27.753547242930026,1,23
18346,18346,Traffic Redirection,72,28.80987112334024,1,3
18347,18347,Traffic Redirection,46,36.58296912102354,1,16
18348,18348,Isolation,112,29.665803648071407,1,43
18349,18349,Isolation,92,29.300637785982175,1,26
18350,18350,Isolation,40,30.78056695978563,1,14
18351,18351,Access Control,62,34.20921869819407,1,11
18352,18352,Traffic Redirection,49,31.890183256420876,1,38
18353,18353,Isolation,2,35.04521824314491,1,28
18354,18354,Access Control,77,28.18661005469532,1,30
18355,18355,Isolation,117,35.64776291012473,1,38
18356,18356,Traffic Redirection,6,26.9024009171702,1,8
18357,18357,Access Control,28,29.324512595930436,1,26
18358,18358,Traffic Redirection,98,44.9564348916989,1,48
18359,18359,Traffic Redirection,44,34.83579545085391,1,19
18360,18360,Access Control,54,39.030798219308146,0,8
18361,18361,Traffic Redirection,47,35.04616270780444,1,11
18362,18362,Traffic Redirection,89,31.89859903809333,1,46
18363,18363,Isolation,90,31.368484724685015,1,34
18364,18364,Isolation,55,39.5882577442801,1,45
18365,18365,Access Control,75,26.880298450629994,1,11
18366,18366,Access Control,96,24.170801375964484,1,34
18367,18367,Access Control,120,29.51394329574175,1,28
18368,18368,Traffic Redirection,62,31.34971156681745,0,42
18369,18369,Access Control,4,26.12503164957991,1,23
18370,18370,Isolation,63,28.51648173273649,1,15
18371,18371,Isolation,95,30.375796146713267,1,15
18372,18372,Isolation,78,38.996210529617315,1,11
18373,18373,Isolation,75,33.503961575693985,1,14
18374,18374,Traffic Redirection,21,41.485449362201564,1,10
18375,18375,Isolation,6,28.684261724834847,1,41
18376,18376,Access Control,21,34.346799249814765,1,5
18377,18377,Isolation,66,27.02327401664491,1,27
18378,18378,Traffic Redirection,39,33.139372778332614,1,41
18379,18379,Isolation,106,30.62136543232859,1,3
18380,18380,Isolation,85,28.562218957605943,1,39
18381,18381,Access Control,57,22.37108067933193,1,43
18382,18382,Traffic Redirection,71,29.010020816594984,0,48
18383,18383,Traffic Redirection,57,25.652474152329592,1,29
18384,18384,Isolation,8,38.8859210224343,0,49
18385,18385,Access Control,53,31.529345647892775,1,27
18386,18386,Traffic Redirection,49,32.32179482579701,1,40
18387,18387,Isolation,16,30.364593356921205,1,24
18388,18388,Traffic Redirection,61,34.10842231522168,1,4
18389,18389,Access Control,47,32.32931298719374,1,36
18390,18390,Traffic Redirection,7,23.632195606442412,1,15
18391,18391,Isolation,50,21.701605316126436,1,36
18392,18392,Access Control,43,32.45067796391406,1,9
18393,18393,Isolation,46,29.771095387678265,1,10
18394,18394,Traffic Redirection,57,27.23924155129893,1,36
18395,18395,Isolation,9,20.575228095850875,1,48
18396,18396,Traffic Redirection,68,32.2850129782806,1,27
18397,18397,Traffic Redirection,45,29.934222545572357,1,11
18398,18398,Access Control,5,22.585003196910534,1,45
18399,18399,Isolation,50,31.168289409017106,1,36
18400,18400,Traffic Redirection,117,21.725047571148984,1,35
18401,18401,Isolation,35,31.026416357007516,1,39
18402,18402,Isolation,4,29.62892221426144,1,15
18403,18403,Access Control,102,35.52013809580716,1,20
18404,18404,Isolation,104,32.29755496190056,1,34
18405,18405,Traffic Redirection,96,38.846394331052615,1,46
18406,18406,Access Control,75,39.10839629837082,1,4
18407,18407,Access Control,116,29.168537524744313,1,41
18408,18408,Isolation,95,29.270647951336862,1,5
18409,18409,Traffic Redirection,39,35.67699246443915,1,25
18410,18410,Access Control,125,25.886095859558615,1,36
18411,18411,Access Control,104,35.94515349532818,1,12
18412,18412,Access Control,26,31.172923477738497,1,13
18413,18413,Access Control,51,34.339145870159655,1,38
18414,18414,Access Control,84,22.09990553676926,1,17
18415,18415,Access Control,23,29.148161559884734,1,5
18416,18416,Access Control,114,28.943449369790464,1,40
18417,18417,Traffic Redirection,95,32.31439375685716,1,33
18418,18418,Isolation,110,34.303735785057086,1,27
18419,18419,Isolation,105,41.67811561257249,1,19
18420,18420,Access Control,60,23.73919704454419,1,4
18421,18421,Access Control,81,32.211332220908446,1,2
18422,18422,Isolation,75,28.5480843773355,1,6
18423,18423,Isolation,81,28.204508875938846,0,46
18424,18424,Isolation,24,29.99880252055116,1,32
18425,18425,Traffic Redirection,5,34.136525278012954,1,47
18426,18426,Access Control,23,32.84192141494833,1,2
18427,18427,Isolation,28,28.336599430801495,1,46
18428,18428,Access Control,108,32.24467881097209,1,35
18429,18429,Traffic Redirection,94,33.502445636640225,1,4
18430,18430,Traffic Redirection,41,27.890637128280844,1,18
18431,18431,Access Control,68,23.01055330638981,1,41
18432,18432,Isolation,58,26.48671789138982,1,9
18433,18433,Isolation,35,26.67538361424218,1,2
18434,18434,Isolation,72,19.382855299904314,1,16
18435,18435,Traffic Redirection,75,35.87857948293074,1,34
18436,18436,Traffic Redirection,22,34.14839210207422,1,29
18437,18437,Traffic Redirection,127,22.64616046714944,1,27
18438,18438,Isolation,67,22.495064745616453,1,49
18439,18439,Isolation,7,31.72554287376066,1,4
18440,18440,Isolation,68,37.6908859231588,1,12
18441,18441,Access Control,120,35.06326626805063,0,15
18442,18442,Traffic Redirection,64,29.386735456546813,1,47
18443,18443,Access Control,88,33.52603687641856,1,21
18444,18444,Access Control,102,28.950904348668406,1,36
18445,18445,Access Control,39,29.831219460714145,1,17
18446,18446,Traffic Redirection,100,33.071468869783146,1,36
18447,18447,Isolation,10,36.74896114364787,1,12
18448,18448,Access Control,4,24.852547841265288,1,34
18449,18449,Access Control,21,31.809611843860136,1,11
18450,18450,Traffic Redirection,10,31.60805379758878,0,47
18451,18451,Isolation,82,26.170286810329387,1,45
18452,18452,Access Control,21,42.892709013006716,1,43
18453,18453,Access Control,53,29.869668338760146,1,42
18454,18454,Access Control,25,18.74745012243106,1,2
18455,18455,Isolation,28,36.281608183188894,1,3
18456,18456,Isolation,40,25.246145016720845,1,11
18457,18457,Access Control,117,30.16283034434026,1,41
18458,18458,Isolation,95,34.51566518156805,1,49
18459,18459,Traffic Redirection,12,26.832633321013322,1,18
18460,18460,Traffic Redirection,122,26.908169759361048,1,36
18461,18461,Access Control,24,21.83485165653411,1,27
18462,18462,Traffic Redirection,66,26.822370340265202,1,48
18463,18463,Access Control,16,34.54367473021768,1,24
18464,18464,Traffic Redirection,4,21.52983427017783,1,23
18465,18465,Isolation,64,28.696281622569348,1,40
18466,18466,Isolation,21,28.784647553053812,1,2
18467,18467,Isolation,56,26.370909216126513,0,23
18468,18468,Isolation,121,28.36818327671972,1,24
18469,18469,Traffic Redirection,61,21.633077650609582,1,14
18470,18470,Traffic Redirection,103,34.271917383352914,1,34
18471,18471,Traffic Redirection,80,30.133230564314783,1,16
18472,18472,Access Control,106,28.834769802733472,1,32
18473,18473,Access Control,84,30.818146324135295,1,31
18474,18474,Isolation,83,31.43443111006801,1,13
18475,18475,Traffic Redirection,97,27.381883032374827,1,21
18476,18476,Traffic Redirection,33,34.46378687477353,1,38
18477,18477,Isolation,79,29.35231012771334,1,19
18478,18478,Traffic Redirection,19,36.11117253001461,1,21
18479,18479,Isolation,19,34.058192373468195,1,4
18480,18480,Isolation,33,37.59017385116325,1,43
18481,18481,Access Control,6,26.784317801229673,1,16
18482,18482,Isolation,48,36.279746048692736,1,9
18483,18483,Traffic Redirection,66,22.746203607887992,1,43
18484,18484,Isolation,74,23.330654672364837,1,29
18485,18485,Access Control,34,30.431071777377873,1,45
18486,18486,Access Control,124,38.65737412698224,1,19
18487,18487,Traffic Redirection,84,27.28195681070824,1,44
18488,18488,Isolation,34,30.346310841611036,1,40
18489,18489,Isolation,70,32.40843094452359,1,14
18490,18490,Traffic Redirection,102,35.06023043925033,1,14
18491,18491,Traffic Redirection,18,23.083688338592566,1,13
18492,18492,Isolation,114,37.70268933350483,1,36
18493,18493,Isolation,44,29.181967831377165,1,37
18494,18494,Isolation,122,29.47310438828844,1,38
18495,18495,Traffic Redirection,8,34.91621548621016,1,46
18496,18496,Access Control,7,37.026528417119586,1,44
18497,18497,Traffic Redirection,3,28.8326781008414,1,13
18498,18498,Isolation,50,29.93219713652995,1,6
18499,18499,Isolation,104,40.20184669645351,1,45
18500,18500,Access Control,114,26.97933499690615,1,4
18501,18501,Isolation,13,29.215058168088426,1,35
18502,18502,Traffic Redirection,84,26.026817919318525,1,17
18503,18503,Access Control,2,32.84585503471644,0,15
18504,18504,Isolation,59,33.226910855803034,1,37
18505,18505,Traffic Redirection,72,29.280167616816453,1,43
18506,18506,Traffic Redirection,122,32.511545243239624,1,38
18507,18507,Isolation,107,27.627349318281926,1,24
18508,18508,Traffic Redirection,94,30.721796752464137,1,36
18509,18509,Isolation,50,29.401872196740555,1,21
18510,18510,Isolation,4,26.208465352638395,1,8
18511,18511,Access Control,18,34.84351725432978,1,29
18512,18512,Traffic Redirection,113,29.22501131602926,1,32
18513,18513,Traffic Redirection,120,27.595704170165675,1,30
18514,18514,Traffic Redirection,42,25.21498698399323,1,12
18515,18515,Isolation,64,28.777722096195703,1,11
18516,18516,Isolation,66,30.502160530438346,1,34
18517,18517,Access Control,66,21.556418068077733,1,16
18518,18518,Access Control,58,38.5015774066462,1,41
18519,18519,Traffic Redirection,120,39.58328526496808,1,36
18520,18520,Isolation,28,23.627881761175033,1,41
18521,18521,Access Control,109,32.51920406816838,0,29
18522,18522,Traffic Redirection,124,33.423312004424226,1,25
18523,18523,Traffic Redirection,9,29.56942808764094,1,36
18524,18524,Isolation,39,27.09038525728521,1,27
18525,18525,Traffic Redirection,120,24.739034333208608,1,2
18526,18526,Isolation,72,37.65309089192833,1,31
18527,18527,Isolation,34,28.263571520824645,1,34
18528,18528,Traffic Redirection,117,27.943134480519,1,18
18529,18529,Isolation,115,35.354147609764084,0,32
18530,18530,Access Control,59,32.59527599053253,1,11
18531,18531,Access Control,113,26.275134010194833,1,21
18532,18532,Access Control,18,23.644416122967886,1,44
18533,18533,Traffic Redirection,97,30.737912213618237,1,17
18534,18534,Access Control,9,29.160698133684964,1,36
18535,18535,Isolation,28,24.077577625970665,1,41
18536,18536,Access Control,44,28.285703159801866,1,42
18537,18537,Traffic Redirection,115,24.73516613566293,1,11
18538,18538,Isolation,91,38.061329021576285,1,5
18539,18539,Traffic Redirection,27,31.912213114800284,1,18
18540,18540,Isolation,90,31.51164757548357,1,3
18541,18541,Isolation,109,30.890093126738865,1,36
18542,18542,Isolation,90,29.080159379914168,1,38
18543,18543,Access Control,38,21.554820108195557,1,7
18544,18544,Traffic Redirection,69,20.588837639921458,1,32
18545,18545,Traffic Redirection,61,30.506501400480335,1,11
18546,18546,Access Control,126,24.590612061487914,1,40
18547,18547,Access Control,67,31.951481725775217,1,4
18548,18548,Isolation,72,26.995657647726333,1,29
18549,18549,Traffic Redirection,87,31.36036915156509,1,46
18550,18550,Isolation,103,25.834692428232266,1,1
18551,18551,Traffic Redirection,124,17.273602296254662,1,13
18552,18552,Isolation,43,29.43517653340563,1,48
18553,18553,Access Control,27,32.013509906590066,1,47
18554,18554,Traffic Redirection,41,27.767683274957715,1,22
18555,18555,Access Control,27,32.057582000993506,1,10
18556,18556,Isolation,25,38.206413938299846,1,23
18557,18557,Isolation,93,25.81660993398291,1,5
18558,18558,Traffic Redirection,67,33.138885670497935,1,29
18559,18559,Traffic Redirection,127,33.093390456044276,1,37
18560,18560,Access Control,3,32.07354951859782,1,43
18561,18561,Traffic Redirection,71,37.05429973653405,1,38
18562,18562,Isolation,39,19.439443655756403,1,39
18563,18563,Access Control,123,24.082994560707252,1,36
18564,18564,Isolation,104,25.839677636777946,1,19
18565,18565,Traffic Redirection,12,30.5776240430721,1,11
18566,18566,Isolation,66,19.26207093594283,1,36
18567,18567,Access Control,40,36.38794027915681,1,13
18568,18568,Traffic Redirection,97,35.25174883596736,1,43
18569,18569,Traffic Redirection,7,32.121227871021915,1,14
18570,18570,Traffic Redirection,89,28.96351617560063,1,42
18571,18571,Traffic Redirection,52,30.984179035707545,1,42
18572,18572,Traffic Redirection,51,27.262802235419013,1,23
18573,18573,Traffic Redirection,27,28.685962465505483,1,6
18574,18574,Traffic Redirection,30,27.678821872648932,1,47
18575,18575,Traffic Redirection,90,22.534612401352287,1,8
18576,18576,Access Control,79,22.139117497524722,1,14
18577,18577,Access Control,55,21.836018576835656,1,42
18578,18578,Traffic Redirection,23,22.62809701540364,1,9
18579,18579,Isolation,104,31.668637736264003,1,43
18580,18580,Isolation,18,32.78767129205892,1,42
18581,18581,Access Control,85,28.61852105462642,1,19
18582,18582,Access Control,73,29.283889813919362,0,41
18583,18583,Isolation,78,23.973022379039154,1,38
18584,18584,Isolation,55,27.200679184586775,1,35
18585,18585,Traffic Redirection,34,30.28996185081702,1,24
18586,18586,Isolation,35,29.485923924280353,1,37
18587,18587,Isolation,114,33.29355676324271,1,29
18588,18588,Traffic Redirection,120,28.178654582747786,1,22
18589,18589,Access Control,68,38.309358092965084,1,31
18590,18590,Traffic Redirection,127,35.6179314296872,1,33
18591,18591,Isolation,107,31.909445975214553,1,16
18592,18592,Traffic Redirection,80,27.472988577236695,1,33
18593,18593,Access Control,43,28.621713228156796,1,32
18594,18594,Access Control,33,32.07133722143307,1,14
18595,18595,Isolation,62,28.180432662345144,1,34
18596,18596,Traffic Redirection,23,33.924942777783386,1,20
18597,18597,Isolation,122,30.794506227158138,1,43
18598,18598,Access Control,77,23.851529637329158,1,32
18599,18599,Traffic Redirection,101,29.171251620345373,1,7
18600,18600,Traffic Redirection,41,34.5994314951396,1,32
18601,18601,Isolation,49,35.54067653609893,1,32
18602,18602,Access Control,85,30.825781315585875,1,21
18603,18603,Access Control,65,30.674950439786834,1,37
18604,18604,Traffic Redirection,8,28.35407403702513,1,3
18605,18605,Access Control,51,32.67132845272552,1,5
18606,18606,Isolation,83,28.059237408184405,1,16
18607,18607,Isolation,69,35.843280807031434,1,15
18608,18608,Isolation,90,28.38160923531698,1,28
18609,18609,Isolation,6,32.91631656533567,1,27
18610,18610,Access Control,2,24.92712679466512,1,38
18611,18611,Access Control,12,32.106377179707586,1,27
18612,18612,Traffic Redirection,35,21.90220215764642,1,3
18613,18613,Access Control,42,38.688833812091495,1,3
18614,18614,Isolation,38,30.165115985796692,1,33
18615,18615,Access Control,31,33.49791440402658,0,46
18616,18616,Isolation,111,20.15207687432502,1,39
18617,18617,Access Control,123,30.347304167108383,1,18
18618,18618,Traffic Redirection,39,33.47263688312306,1,29
18619,18619,Access Control,30,30.67633830941632,1,15
18620,18620,Isolation,57,34.461696865922995,1,20
18621,18621,Access Control,50,27.53260670657577,1,36
18622,18622,Traffic Redirection,22,24.537572774483777,1,30
18623,18623,Access Control,43,25.022847281433936,1,46
18624,18624,Traffic Redirection,112,29.62226307554565,1,8
18625,18625,Access Control,1,26.84236620926784,1,1
18626,18626,Access Control,18,20.670562649959553,1,3
18627,18627,Traffic Redirection,103,25.47519986322121,1,30
18628,18628,Isolation,56,30.463156215356957,1,37
18629,18629,Traffic Redirection,61,32.43035140905872,1,22
18630,18630,Isolation,63,33.92015026441129,1,31
18631,18631,Access Control,33,30.060904314108097,1,2
18632,18632,Access Control,68,45.86488666262382,1,21
18633,18633,Access Control,66,18.75126343131816,1,6
18634,18634,Access Control,72,31.76853168273312,1,22
18635,18635,Isolation,31,34.538329250646186,1,36
18636,18636,Access Control,82,29.58015723166503,1,44
18637,18637,Access Control,86,28.45017068994737,1,44
18638,18638,Traffic Redirection,88,30.649860374177617,1,49
18639,18639,Access Control,77,30.053094178776863,1,16
18640,18640,Access Control,123,31.733941269243587,1,37
18641,18641,Traffic Redirection,91,33.58530666359173,1,18
18642,18642,Traffic Redirection,121,38.42704322416683,1,8
18643,18643,Isolation,2,34.3481698241989,1,28
18644,18644,Traffic Redirection,112,33.4837721231643,1,15
18645,18645,Traffic Redirection,93,25.072579782261624,1,44
18646,18646,Traffic Redirection,22,29.078182369316913,1,2
18647,18647,Access Control,73,31.143808410932536,1,16
18648,18648,Access Control,67,26.017486776546924,1,11
18649,18649,Isolation,83,29.98701635909477,1,9
18650,18650,Traffic Redirection,97,27.439180001605692,1,6
18651,18651,Access Control,120,28.232871985269867,1,26
18652,18652,Traffic Redirection,29,29.086943938728083,1,6
18653,18653,Access Control,95,27.13843049398146,1,45
18654,18654,Access Control,87,34.48469819555903,1,15
18655,18655,Isolation,108,22.813847449010474,1,40
18656,18656,Traffic Redirection,21,19.08357126516018,1,29
18657,18657,Traffic Redirection,66,27.170952751948303,0,20
18658,18658,Access Control,80,21.158668899152886,1,2
18659,18659,Isolation,9,19.100417533543364,1,47
18660,18660,Isolation,94,29.05140110843606,1,21
18661,18661,Traffic Redirection,123,26.303600828449078,1,4
18662,18662,Isolation,83,26.519777425541175,1,40
18663,18663,Traffic Redirection,90,32.40766316162734,1,42
18664,18664,Access Control,8,33.53783736192634,1,22
18665,18665,Isolation,21,28.320090453551195,1,5
18666,18666,Isolation,62,28.734596782770886,1,34
18667,18667,Isolation,116,31.01177762012196,1,34
18668,18668,Isolation,54,22.05100363127964,1,28
18669,18669,Access Control,94,30.56038478918997,1,9
18670,18670,Traffic Redirection,118,27.25029162751312,1,32
18671,18671,Access Control,36,32.87620570982606,1,37
18672,18672,Access Control,84,32.253863221369606,1,14
18673,18673,Traffic Redirection,116,28.286065972182183,1,40
18674,18674,Isolation,117,25.307089878449457,1,3
18675,18675,Isolation,4,39.67653724950329,1,14
18676,18676,Access Control,92,29.751183356302388,1,19
18677,18677,Access Control,103,34.91593765777468,1,46
18678,18678,Traffic Redirection,100,40.184211983163394,1,3
18679,18679,Traffic Redirection,119,30.55722771754251,1,35
18680,18680,Traffic Redirection,94,33.92101755921068,1,35
18681,18681,Traffic Redirection,102,20.032161960726803,1,41
18682,18682,Access Control,63,26.302900426485245,1,30
18683,18683,Isolation,72,24.590559091839253,1,42
18684,18684,Traffic Redirection,25,23.481285135368182,1,25
18685,18685,Access Control,93,36.689481832064956,1,31
18686,18686,Isolation,125,31.661229314958476,1,42
18687,18687,Access Control,58,27.98075515120428,1,12
18688,18688,Access Control,42,26.30592349095477,1,31
18689,18689,Traffic Redirection,123,31.855530234355193,1,33
18690,18690,Traffic Redirection,43,27.271828602648437,1,45
18691,18691,Access Control,88,15.273854797239792,1,11
18692,18692,Traffic Redirection,35,25.173121491933983,1,38
18693,18693,Access Control,72,31.137670878439085,1,13
18694,18694,Access Control,19,30.68341603730164,1,39
18695,18695,Traffic Redirection,117,35.27421873346377,1,48
18696,18696,Isolation,14,31.82303164962515,1,13
18697,18697,Access Control,98,29.97541185658894,0,25
18698,18698,Traffic Redirection,36,20.947978789710028,1,35
18699,18699,Traffic Redirection,102,31.657139284204,1,24
18700,18700,Access Control,59,32.595035654565905,1,36
18701,18701,Traffic Redirection,61,25.39993308553791,1,39
18702,18702,Access Control,44,26.818907834401976,1,37
18703,18703,Traffic Redirection,35,29.222475794970997,1,4
18704,18704,Traffic Redirection,98,24.140324442120864,1,26
18705,18705,Traffic Redirection,29,26.659470114245174,1,34
18706,18706,Traffic Redirection,87,25.92517522542209,1,34
18707,18707,Access Control,75,30.400666359942583,1,22
18708,18708,Traffic Redirection,89,25.394104692729254,1,39
18709,18709,Isolation,1,32.46733318639374,0,40
18710,18710,Traffic Redirection,61,29.31755549557751,1,27
18711,18711,Isolation,50,27.751661244505723,0,40
18712,18712,Access Control,82,28.4105033670482,0,41
18713,18713,Traffic Redirection,15,25.804208892213992,1,46
18714,18714,Traffic Redirection,118,31.630167448718407,1,45
18715,18715,Isolation,124,33.02888223824689,1,19
18716,18716,Isolation,101,22.142119618345333,1,26
18717,18717,Isolation,7,30.31061032187965,1,8
18718,18718,Access Control,105,25.62875978556406,1,20
18719,18719,Access Control,73,19.180241750112106,1,21
18720,18720,Access Control,66,32.2153627303715,1,34
18721,18721,Traffic Redirection,76,30.215265084874535,1,21
18722,18722,Isolation,87,37.37969385586885,1,2
18723,18723,Traffic Redirection,60,34.31449340654172,1,41
18724,18724,Traffic Redirection,29,36.00934675014698,1,20
18725,18725,Isolation,40,26.834713197309878,0,1
18726,18726,Access Control,105,28.756709503204533,1,15
18727,18727,Isolation,47,34.16320249844182,1,18
18728,18728,Isolation,38,30.909101373256842,1,14
18729,18729,Traffic Redirection,99,28.673062678777363,1,35
18730,18730,Access Control,34,28.95911685333848,1,3
18731,18731,Isolation,29,28.025331017576473,1,8
18732,18732,Traffic Redirection,30,30.319047614425465,1,31
18733,18733,Access Control,72,35.12967521774629,1,46
18734,18734,Traffic Redirection,95,24.21676227496338,1,7
18735,18735,Traffic Redirection,120,31.669852783537788,0,40
18736,18736,Traffic Redirection,106,21.000116003759594,1,17
18737,18737,Access Control,66,29.904249650513343,1,38
18738,18738,Traffic Redirection,25,28.02200916476936,1,20
18739,18739,Traffic Redirection,29,32.11752754218455,1,46
18740,18740,Access Control,88,32.31122808230157,1,38
18741,18741,Isolation,37,37.507973493862956,1,8
18742,18742,Traffic Redirection,58,32.559473706051804,1,15
18743,18743,Access Control,80,26.3882442800665,1,49
18744,18744,Isolation,32,31.24552190156208,1,10
18745,18745,Traffic Redirection,94,38.0768936653197,1,41
18746,18746,Access Control,28,21.020403224695603,1,23
18747,18747,Traffic Redirection,33,33.11736758905194,1,37
18748,18748,Isolation,25,33.392251535373994,1,25
18749,18749,Access Control,126,29.786582181895657,1,11
18750,18750,Access Control,72,32.30001408698432,1,30
18751,18751,Access Control,43,28.309046905062168,1,21
18752,18752,Access Control,80,33.70203192345874,1,46
18753,18753,Traffic Redirection,73,26.500660698268533,1,21
18754,18754,Traffic Redirection,124,24.6720401691994,1,46
18755,18755,Traffic Redirection,41,20.41698260501807,1,5
18756,18756,Isolation,39,32.42774108944246,1,1
18757,18757,Traffic Redirection,108,32.84617011842016,1,40
18758,18758,Traffic Redirection,7,25.816810055846158,1,4
18759,18759,Traffic Redirection,91,26.22461506245573,1,49
18760,18760,Access Control,24,35.69981488769449,1,25
18761,18761,Isolation,26,28.51644906650702,0,10
18762,18762,Access Control,84,17.994782445426033,1,30
18763,18763,Access Control,59,37.013185332270254,1,14
18764,18764,Isolation,59,35.860919135997825,1,45
18765,18765,Traffic Redirection,53,20.75560103366595,1,31
18766,18766,Isolation,15,39.99929430879954,1,45
18767,18767,Isolation,15,28.36129158348048,0,7
18768,18768,Traffic Redirection,93,29.09155246917252,1,40
18769,18769,Traffic Redirection,111,36.700919775270194,1,46
18770,18770,Isolation,3,30.00963607713275,1,26
18771,18771,Traffic Redirection,43,33.23459520947276,1,12
18772,18772,Access Control,97,26.367162024658555,1,10
18773,18773,Traffic Redirection,72,38.48662880961665,1,36
18774,18774,Traffic Redirection,17,29.62283235433349,1,13
18775,18775,Isolation,8,26.636391966958207,1,3
18776,18776,Isolation,73,30.77652242225684,1,32
18777,18777,Traffic Redirection,3,35.854497757436306,1,46
18778,18778,Isolation,43,33.23891167475063,1,11
18779,18779,Access Control,61,34.17594600259543,1,36
18780,18780,Traffic Redirection,96,31.827588137467835,1,1
18781,18781,Access Control,31,36.97340696051104,1,30
18782,18782,Isolation,20,41.15277637954951,1,43
18783,18783,Traffic Redirection,65,30.269702422453612,1,17
18784,18784,Access Control,44,39.41548929962586,1,45
18785,18785,Access Control,45,29.80585777428495,1,6
18786,18786,Traffic Redirection,68,39.50103152565691,1,39
18787,18787,Isolation,29,32.0530135778394,1,8
18788,18788,Isolation,10,22.75818773900964,1,26
18789,18789,Isolation,46,37.77185395600387,1,32
18790,18790,Isolation,56,28.368412050067402,1,48
18791,18791,Traffic Redirection,83,38.5338333608415,1,45
18792,18792,Traffic Redirection,42,30.600819441088476,1,2
18793,18793,Traffic Redirection,9,20.09276640775922,1,38
18794,18794,Traffic Redirection,34,40.449067876452126,1,5
18795,18795,Isolation,63,27.887997666998004,1,48
18796,18796,Access Control,67,34.77963216143173,1,41
18797,18797,Traffic Redirection,79,21.34875947821459,1,25
18798,18798,Traffic Redirection,24,29.997209974559574,1,7
18799,18799,Access Control,53,31.857701999865338,1,24
18800,18800,Isolation,17,33.283655981262896,1,14
18801,18801,Traffic Redirection,6,25.477447585308422,1,16
18802,18802,Access Control,44,28.534191405213253,1,10
18803,18803,Isolation,53,32.434193500091865,1,43
18804,18804,Isolation,116,24.528841503139642,1,37
18805,18805,Access Control,28,30.557746263108104,1,46
18806,18806,Access Control,53,28.465858524566034,1,40
18807,18807,Access Control,60,32.826515134215626,1,26
18808,18808,Traffic Redirection,109,33.65395744701387,0,8
18809,18809,Access Control,25,26.755378125628834,1,33
18810,18810,Isolation,99,27.319453301790777,1,11
18811,18811,Isolation,12,23.610494821527396,1,32
18812,18812,Traffic Redirection,65,42.76571459859668,1,4
18813,18813,Access Control,97,30.055108335658733,0,2
18814,18814,Traffic Redirection,64,15.019552289409773,1,26
18815,18815,Access Control,48,35.51593757112051,1,1
18816,18816,Access Control,29,31.684528852459458,1,35
18817,18817,Access Control,59,23.648366920671844,1,1
18818,18818,Isolation,39,33.54403713684801,0,26
18819,18819,Traffic Redirection,20,34.39248332883541,1,36
18820,18820,Isolation,35,31.454046836811163,1,30
18821,18821,Access Control,98,21.79043321473206,1,26
18822,18822,Access Control,20,23.02673669103391,1,5
18823,18823,Isolation,26,37.77500346521535,1,18
18824,18824,Access Control,83,24.382182041124373,1,32
18825,18825,Isolation,80,29.793652729276083,1,31
18826,18826,Access Control,99,33.28886266476699,1,4
18827,18827,Traffic Redirection,98,36.03736339564469,1,16
18828,18828,Isolation,34,28.837442168406902,1,47
18829,18829,Traffic Redirection,61,25.906955229940337,1,27
18830,18830,Isolation,60,32.688213460762434,1,12
18831,18831,Traffic Redirection,77,30.237478566668,1,16
18832,18832,Isolation,117,38.07757056296237,1,30
18833,18833,Isolation,16,29.711454184699836,1,22
18834,18834,Access Control,118,35.83479052596262,1,42
18835,18835,Access Control,126,34.26074984705363,1,19
18836,18836,Access Control,34,25.745723291117233,1,16
18837,18837,Isolation,86,30.3648595282789,1,23
18838,18838,Access Control,87,29.22467651397685,1,16
18839,18839,Access Control,68,27.078335674251306,1,15
18840,18840,Isolation,3,28.925753494286333,1,22
18841,18841,Isolation,19,31.741744587197875,1,2
