event_id,timestamp_ns,device_id,attack_type,traffic_deviation,behavior_anomaly_score,anomaly_label,severity_level
23966,131299659,588,MITM,3.08,0.72,1,Critical
23967,161016064,798,MITM,1.75,0.81,1,Medium
23968,81010170,712,Replay,1.43,0.65,1,Medium
23969,183407767,807,Data Injection,2.47,0.83,1,Low
23970,171685056,850,Data Injection,2.25,1.0,1,Medium
23971,166115932,582,Spoofing,0.91,0.64,1,Critical
23972,190428876,830,Spoofing,3.09,0.68,1,Medium
23973,46366506,444,Data Injection,1.88,0.67,1,High
23974,122085516,369,MITM,3.38,0.96,1,Low
23975,42027242,12,DoS,1.16,0.8,1,High
23976,190644771,509,MITM,0.72,0.85,1,High
23977,195505589,798,DoS,0.89,0.82,1,Low
23978,11880549,45,Replay,2.55,0.85,1,Low
23979,147014028,592,MITM,2.52,0.97,1,Low
23980,149725475,173,MITM,2.9,0.9,1,Low
23981,179255064,499,Spoofing,1.7,0.81,1,High
23982,50377923,396,Replay,3.18,0.84,1,Medium
23983,27269970,129,Data Injection,0.79,0.68,1,Medium
23984,120539247,847,Replay,3.44,0.8,1,Medium
23985,102298196,989,DoS,1.24,0.82,1,Critical
23986,185213917,261,MITM,2.59,0.86,1,Medium
23987,34347895,406,Replay,2.46,0.69,1,Medium
23988,128710070,5,MITM,0.64,0.83,1,Medium
23989,96259325,884,Replay,3.03,0.64,1,High
23990,98062994,150,MITM,2.71,0.85,1,Critical
23991,184970832,401,MITM,1.65,0.77,1,Medium
23992,4954141,965,Spoofing,1.39,0.6,1,Medium
23993,71172013,850,Spoofing,0.68,0.87,1,Low
23994,88258631,248,DoS,1.76,0.93,1,Medium
23995,102796156,579,Replay,2.09,0.97,1,Medium
23996,176097219,948,Replay,2.69,0.98,1,Medium
23997,29499877,419,Replay,3.28,0.63,1,Low
23998,81819674,754,Replay,1.04,0.78,1,Critical
23999,10858003,306,Data Injection,2.02,0.71,1,High
24000,193139884,873,DoS,1.51,0.92,1,High
24001,9964257,634,Spoofing,0.81,0.65,1,Critical
24002,53074805,492,MITM,1.9,0.73,1,Medium
24003,113613332,200,DoS,1.53,0.98,1,Low
24004,86827263,617,Replay,0.96,0.62,1,Critical
24005,62275363,634,Data Injection,2.49,0.83,1,Critical
24006,141638655,320,Data Injection,0.8,0.67,1,High
24007,135699162,680,Spoofing,1.03,0.98,1,Low
24008,153950293,947,MITM,2.35,0.89,1,Critical
24009,139573869,817,MITM,2.08,0.86,1,Medium
24010,190894645,155,DoS,2.44,0.71,1,Low
24011,165238344,25,MITM,1.91,0.85,1,Medium
24012,59202949,638,Data Injection,3.19,0.68,1,Medium
24013,52937317,421,DoS,1.09,0.8,1,Critical
24014,148280166,850,MITM,1.07,0.66,1,Medium
24015,81554353,260,MITM,2.1,0.7,1,High
24016,128412237,86,MITM,2.64,0.94,1,High
24017,157455729,699,Data Injection,1.02,0.85,1,High
24018,142803414,62,Replay,0.8,0.66,1,High
24019,199807841,642,Data Injection,2.71,0.78,1,High
24020,144808717,915,Replay,1.57,0.97,1,Low
24021,63206083,153,Replay,0.78,0.67,1,High
24022,161350541,389,DoS,2.64,0.97,1,High
24023,181509443,61,Spoofing,1.21,0.93,1,Low
24024,42408296,954,DoS,2.96,0.63,1,Critical
24025,62772116,557,Replay,0.79,0.99,1,High
24026,70038734,257,MITM,2.55,0.94,1,Medium
24027,55924044,710,Replay,3.36,0.94,1,Low
24028,160961704,229,Data Injection,3.12,0.84,1,Low
24029,5462139,483,Replay,1.5,0.93,1,High
24030,43044308,423,MITM,0.82,0.93,1,Critical
24031,5681375,412,Spoofing,3.04,0.66,1,Low
24032,174482767,687,Replay,0.61,0.68,1,Low
24033,13030225,233,Data Injection,1.4,0.83,1,Low
24034,71645972,320,MITM,2.01,0.96,1,Medium
24035,122977307,719,Replay,2.99,0.62,1,Medium
24036,118997214,874,Replay,3.02,0.74,1,High
24037,41351420,528,Data Injection,0.69,0.79,1,Low
24038,65057230,506,Data Injection,0.78,0.68,1,Critical
24039,9202151,770,MITM,1.77,0.93,1,Critical
24040,75279389,789,MITM,1.52,0.63,1,Low
24041,11540211,401,Data Injection,2.2,0.69,1,Low
24042,65211998,964,MITM,1.89,0.96,1,Critical
24043,9974358,177,MITM,3.38,0.97,1,Low
24044,81336079,41,Replay,3.33,0.76,1,Critical
24045,181365425,436,DoS,2.63,0.8,1,High
24046,124698441,890,Spoofing,2.8,0.61,1,High
24047,145612755,230,Replay,1.27,0.89,1,High
24048,46818554,888,DoS,2.82,0.72,1,Critical
24049,77699017,297,Replay,1.06,0.97,1,Low
24050,80206134,104,DoS,0.68,0.82,1,Low
24051,17106933,799,MITM,3.44,0.84,1,Low
24052,170157927,256,MITM,3.19,0.72,1,Medium
24053,86902325,229,DoS,0.65,0.99,1,High
24054,33493383,137,DoS,2.24,0.97,1,High
24055,101032115,651,Replay,3.31,0.96,1,Critical
24056,168415177,29,MITM,1.07,0.7,1,Medium
24057,189794132,86,DoS,1.37,0.7,1,Medium
24058,3267165,826,Data Injection,2.56,0.83,1,Low
24059,152696145,646,Data Injection,1.83,0.88,1,Critical
24060,194038040,665,Data Injection,2.82,0.75,1,Critical
24061,158249344,886,DoS,1.17,0.62,1,High
24062,197507263,271,Data Injection,2.67,0.63,1,Critical
24063,175181152,399,Replay,3.31,0.6,1,Critical
24064,52374774,403,Replay,1.54,0.65,1,High
24065,28731310,749,MITM,0.83,0.83,1,Medium
24066,47517106,325,DoS,2.06,0.74,1,Medium
24067,4292158,80,DoS,2.09,0.66,1,High
24068,72096790,422,Data Injection,1.87,0.98,1,Medium
24069,24497794,386,Spoofing,2.1,0.95,1,Critical
24070,180825992,379,Data Injection,3.47,0.85,1,Medium
24071,150234293,801,DoS,1.14,0.67,1,Low
24072,23204756,615,MITM,2.36,0.7,1,Medium
24073,164907416,860,Replay,2.17,0.88,1,High
24074,112147680,525,MITM,1.22,0.99,1,High
24075,117999909,568,DoS,1.68,0.94,1,High
24076,75472807,973,Spoofing,1.43,0.84,1,Critical
24077,14745453,189,DoS,3.14,0.71,1,Low
24078,95830666,627,Spoofing,2.44,0.63,1,Medium
24079,64583438,276,Replay,0.99,0.67,1,Medium
24080,153471821,261,Spoofing,1.56,0.69,1,Low
24081,10589541,895,DoS,2.49,0.63,1,Low
24082,137261092,828,Data Injection,2.37,0.77,1,Low
24083,2027633,920,Data Injection,3.09,0.93,1,Medium
24084,29768888,88,MITM,2.0,0.68,1,Medium
24085,136760670,543,Spoofing,1.5,0.68,1,Medium
24086,64969026,269,Replay,2.91,0.94,1,High
24087,53170591,981,DoS,2.44,0.7,1,Critical
24088,5688465,970,Replay,1.11,0.61,1,Low
24089,54415103,766,DoS,0.66,0.78,1,Medium
24090,88876291,672,MITM,0.62,0.85,1,Medium
24091,106856981,834,Data Injection,2.11,0.78,1,Low
24092,31585857,679,MITM,1.26,0.65,1,High
24093,57678868,640,DoS,2.59,0.64,1,Low
24094,69771763,175,Spoofing,3.04,0.83,1,High
24095,98845165,524,Replay,0.96,0.7,1,High
24096,57285532,863,Data Injection,2.02,0.64,1,Medium
24097,115657834,3,Spoofing,2.79,0.95,1,High
24098,37582428,816,DoS,3.28,0.68,1,Low
24099,101880554,911,MITM,0.88,0.87,1,Medium
24100,4304666,617,MITM,0.8,0.72,1,High
24101,74837029,965,Data Injection,2.08,0.74,1,Low
24102,127040056,908,Spoofing,2.63,0.63,1,High
24103,35926091,160,DoS,1.58,0.99,1,Critical
24104,55376859,165,DoS,2.25,0.74,1,Critical
24105,26001622,854,Replay,3.18,0.66,1,Medium
24106,166857653,856,Replay,1.99,0.67,1,Low
24107,19738567,562,MITM,1.97,0.88,1,Medium
24108,185475142,963,Spoofing,2.5,0.9,1,Medium
24109,145596449,491,Spoofing,1.46,0.91,1,High
24110,29904860,560,Replay,1.73,0.67,1,Low
24111,102464600,778,Replay,3.34,0.9,1,Critical
24112,83796847,182,Spoofing,3.4,0.88,1,High
24113,22265037,550,Replay,2.91,0.85,1,Medium
24114,106326848,701,Data Injection,1.17,0.82,1,Medium
24115,79958407,298,MITM,1.82,0.72,1,Low
24116,165381193,714,MITM,0.59,0.75,1,Low
24117,136360707,191,Data Injection,1.14,1.0,1,High
24118,138662323,11,Spoofing,3.42,0.65,1,Medium
24119,99226514,711,MITM,1.28,0.79,1,High
24120,18428784,900,DoS,0.78,0.9,1,Low
24121,71039672,579,DoS,1.93,0.81,1,Critical
24122,130333062,187,MITM,2.98,0.74,1,High
24123,187974630,760,DoS,2.31,0.64,1,High
24124,130216770,763,Data Injection,2.65,0.72,1,Critical
24125,1692842,451,Data Injection,1.75,0.75,1,Low
24126,152059184,667,Replay,1.64,0.94,1,High
24127,95848131,31,Replay,3.02,0.93,1,High
24128,182710947,610,Spoofing,2.63,0.83,1,Medium
24129,121752079,415,DoS,3.31,0.97,1,Low
24130,104773896,777,DoS,2.06,0.84,1,Critical
24131,67461727,562,Data Injection,1.01,0.64,1,High
24132,189867238,207,Replay,2.3,0.89,1,High
24133,3502415,364,DoS,0.8,0.78,1,Critical
24134,16785092,441,MITM,2.52,0.8,1,High
24135,17304692,692,DoS,1.67,0.68,1,Low
24136,150453085,923,Data Injection,2.88,0.83,1,Medium
24137,107917014,116,Data Injection,2.75,0.97,1,High
24138,61375070,636,MITM,1.36,0.71,1,Low
24139,2662303,350,Replay,1.07,0.64,1,Medium
24140,129029339,965,DoS,3.03,0.95,1,Medium
24141,94441818,750,Replay,0.64,0.68,1,Medium
24142,146114493,657,Replay,2.26,0.98,1,Medium
24143,146720316,407,Spoofing,2.56,0.72,1,High
24144,48936881,827,Replay,1.35,0.67,1,Critical
24145,5412920,158,MITM,3.16,0.65,1,High
24146,162067231,831,Replay,2.86,0.84,1,Medium
24147,115173649,180,Replay,0.62,0.83,1,Medium
24148,13875628,150,Replay,1.12,0.77,1,Critical
24149,198968885,266,Data Injection,0.7,0.74,1,Critical
24150,145945556,123,DoS,2.57,0.77,1,Low
24151,178508150,639,MITM,3.4,0.82,1,High
24152,146744677,426,Spoofing,0.56,0.92,1,High
24153,162167398,421,Spoofing,3.37,0.96,1,Low
24154,67628927,573,DoS,2.18,0.77,1,Low
24155,4484308,164,MITM,1.68,0.98,1,Medium
24156,185000648,87,Replay,2.55,0.97,1,High
24157,107853499,450,DoS,1.62,1.0,1,Medium
24158,93553888,960,MITM,0.61,0.94,1,High
24159,122233224,804,MITM,2.01,0.69,1,Low
24160,183325387,57,Data Injection,1.62,0.87,1,Critical
24161,16541930,948,Data Injection,2.7,0.89,1,Critical
24162,168494571,685,Data Injection,2.61,0.79,1,Critical
24163,94375077,703,MITM,1.69,0.82,1,High
24164,148934938,762,Spoofing,3.17,0.97,1,High
24165,72154292,829,Replay,2.81,0.9,1,Medium
24166,105583590,44,MITM,1.08,0.87,1,Medium
24167,182164340,60,Spoofing,2.72,0.8,1,Medium
24168,133994518,650,Spoofing,2.07,0.95,1,Low
24169,123047686,780,DoS,2.59,0.91,1,High
24170,137272932,996,Spoofing,2.72,0.76,1,Low
24171,179424579,923,Spoofing,0.72,0.78,1,High
24172,12500701,234,DoS,1.91,0.65,1,Critical
24173,194424021,244,Replay,2.11,0.74,1,Medium
24174,171353976,486,DoS,2.47,0.87,1,Medium
24175,196415860,693,Data Injection,2.74,0.65,1,Low
24176,184865252,402,DoS,3.25,0.99,1,High
24177,101844529,344,MITM,2.46,0.84,1,Low
24178,49457079,565,Spoofing,2.78,0.92,1,Low
24179,108224087,683,DoS,3.37,0.62,1,High
24180,2721112,19,Spoofing,0.63,0.86,1,Medium
24181,169089083,892,Spoofing,2.91,0.95,1,Medium
24182,122810055,150,Replay,2.5,0.71,1,Low
24183,172615494,816,MITM,0.9,0.7,1,Medium
24184,12569761,41,Data Injection,1.2,0.77,1,High
24185,73147851,454,Replay,1.83,0.69,1,Low
24186,19872983,80,Spoofing,2.43,0.81,1,High
24187,164254383,183,Replay,1.16,0.93,1,Medium
24188,25062819,893,MITM,1.98,0.87,1,Medium
24189,38120346,454,Data Injection,3.11,0.72,1,Medium
24190,130986606,605,Data Injection,2.73,0.9,1,Critical
24191,86953413,621,DoS,1.99,0.72,1,Medium
24192,115471649,940,Data Injection,2.48,0.99,1,Critical
24193,97174351,44,DoS,3.23,0.88,1,Critical
24194,132604025,679,MITM,3.47,0.97,1,Critical
24195,71995411,594,Replay,2.76,0.95,1,Critical
24196,98153712,730,MITM,1.6,0.67,1,Medium
24197,152315920,430,MITM,1.5,0.9,1,High
24198,95866405,24,Replay,2.0,0.81,1,Low
24199,15548571,366,Spoofing,2.29,0.85,1,High
24200,185132892,762,MITM,2.41,0.85,1,Critical
24201,99289670,111,Replay,2.35,0.94,1,High
24202,135716747,122,Spoofing,0.79,0.85,1,Critical
24203,58153058,61,DoS,2.9,0.92,1,High
24204,167660704,148,MITM,2.3,0.93,1,Medium
24205,24023302,989,Spoofing,0.63,0.7,1,High
24206,11568214,390,DoS,0.64,0.9,1,Critical
24207,161308673,362,Replay,2.89,0.82,1,Medium
24208,102847065,222,Data Injection,0.56,0.61,1,High
24209,170447867,453,MITM,2.96,0.99,1,Low
24210,111003309,288,DoS,2.88,0.79,1,High
24211,50122603,822,Data Injection,2.91,0.81,1,Medium
24212,121936062,922,Data Injection,1.4,0.69,1,High
24213,53216688,660,Spoofing,2.71,0.85,1,High
24214,55252928,108,MITM,2.9,0.97,1,Medium
24215,51591120,516,MITM,3.09,0.74,1,Low
24216,99074504,819,Data Injection,1.43,0.98,1,Medium
24217,20954618,141,MITM,1.02,0.87,1,Critical
24218,59443493,143,Replay,2.47,0.63,1,Medium
24219,65802234,802,MITM,1.08,0.98,1,Low
24220,114189533,541,DoS,2.52,0.64,1,High
24221,69686453,608,Replay,2.11,0.83,1,High
24222,49783168,895,MITM,3.09,0.65,1,Low
24223,136802378,752,DoS,0.92,0.76,1,Low
24224,34953593,583,MITM,2.45,0.78,1,High
24225,73370637,586,Data Injection,2.34,0.62,1,Critical
24226,47953986,655,Replay,0.97,0.71,1,Medium
24227,59325733,220,Replay,0.79,0.95,1,Low
24228,97720509,142,Replay,1.34,0.9,1,Medium
24229,55352241,348,MITM,1.8,0.81,1,Critical
24230,18427731,882,Spoofing,0.53,0.7,1,Medium
24231,96204444,981,Replay,2.65,0.82,1,Critical
24232,90614684,106,DoS,2.37,0.67,1,High
24233,63785757,894,DoS,1.51,0.87,1,Medium
24234,16995805,782,MITM,1.75,0.84,1,High
24235,113798418,690,Data Injection,2.81,0.87,1,High
24236,174674903,60,Data Injection,1.71,0.63,1,Medium
24237,136218986,489,Replay,2.07,0.97,1,Critical
24238,30004577,35,DoS,2.57,0.73,1,Medium
24239,124333512,768,Data Injection,3.12,0.98,1,Critical
24240,116323989,496,Data Injection,1.24,0.93,1,Critical
24241,89730198,761,DoS,2.2,0.75,1,Low
24242,17503868,312,Data Injection,0.65,0.81,1,High
24243,199270434,435,MITM,2.08,0.88,1,High
24244,143765723,350,MITM,2.33,0.99,1,High
24245,142292744,200,DoS,1.8,0.67,1,Medium
24246,60222812,883,DoS,2.06,0.68,1,Low
24247,22024046,587,Spoofing,2.71,0.89,1,Critical
24248,51561023,521,Data Injection,3.36,0.63,1,Critical
24249,36568394,516,Data Injection,2.42,0.96,1,Medium
24250,37416411,14,Replay,2.04,0.93,1,Low
24251,181785486,188,Spoofing,1.38,0.75,1,Low
24252,144686546,535,Data Injection,1.39,0.93,1,Low
24253,7929414,518,DoS,2.12,0.78,1,Medium
24254,176495712,654,DoS,2.12,0.94,1,Critical
24255,193172735,213,DoS,1.64,0.98,1,Critical
24256,150149712,46,DoS,0.86,0.66,1,Low
24257,56629759,818,MITM,2.82,0.89,1,High
24258,130696732,74,Spoofing,2.9,0.82,1,High
24259,169805172,414,Replay,2.49,0.88,1,Medium
24260,153843837,956,Replay,1.69,0.87,1,High
24261,16235922,467,Data Injection,1.21,0.94,1,High
24262,3749675,446,Data Injection,1.21,0.74,1,Low
24263,28930322,111,DoS,3.35,0.8,1,Critical
24264,57165843,735,Data Injection,2.6,0.82,1,High
24265,78340746,546,Spoofing,1.9,0.68,1,Medium
24266,12458661,759,MITM,0.87,0.83,1,Critical
24267,196601998,201,Spoofing,0.66,0.69,1,Low
24268,21124186,548,MITM,2.71,0.69,1,Medium
24269,184709471,959,DoS,1.28,0.96,1,High
24270,195958912,590,Data Injection,1.98,0.63,1,High
24271,193961290,123,Spoofing,3.17,0.86,1,Medium
24272,107404314,503,Replay,1.05,0.97,1,Medium
24273,190376485,376,MITM,0.95,0.77,1,Medium
24274,13652618,797,Spoofing,2.89,0.66,1,Medium
24275,134922942,344,Spoofing,1.1,0.83,1,Medium
24276,149856542,976,Data Injection,2.56,0.76,1,Critical
24277,127626674,977,Data Injection,2.7,0.88,1,High
24278,33636509,845,Data Injection,1.92,0.8,1,High
24279,141495365,87,Replay,1.66,0.96,1,Low
24280,128378107,542,Replay,2.61,0.79,1,Low
24281,56325671,780,Spoofing,2.13,0.69,1,Medium
24282,116447968,187,MITM,1.85,0.77,1,Critical
24283,122330188,831,Data Injection,3.05,0.69,1,High
24284,153277203,18,Replay,3.34,0.68,1,Medium
24285,195311247,476,Spoofing,3.34,0.93,1,Critical
24286,13683240,402,Data Injection,3.4,0.97,1,Medium
24287,64858804,535,DoS,2.59,0.86,1,High
24288,106077022,426,Data Injection,1.47,0.78,1,Medium
24289,146356293,259,Spoofing,1.35,0.8,1,Critical
24290,109242945,651,Replay,3.16,0.65,1,High
24291,27240962,185,MITM,2.13,0.94,1,Low
24292,106818674,296,Data Injection,0.56,0.98,1,Medium
24293,192631778,145,Spoofing,1.56,0.76,1,High
24294,85203843,703,Replay,0.77,0.67,1,Low
24295,140856566,449,DoS,2.28,0.96,1,Low
24296,66593932,333,Spoofing,3.36,0.86,1,High
24297,124169385,867,Data Injection,2.72,0.77,1,Medium
24298,151143012,280,Replay,3.13,0.7,1,Low
24299,48235295,94,Data Injection,3.38,0.79,1,Critical
24300,111622308,972,Replay,3.16,0.83,1,High
24301,8520494,267,MITM,2.6,0.78,1,High
24302,63996667,208,Data Injection,3.07,0.75,1,High
24303,175865692,295,Data Injection,3.12,0.69,1,Low
24304,42043358,722,Data Injection,3.18,0.68,1,Low
24305,83217041,172,Replay,2.41,0.92,1,High
24306,185723374,251,Replay,0.7,0.98,1,Low
24307,63000516,955,Data Injection,2.97,0.62,1,High
24308,190885637,24,Data Injection,2.98,0.84,1,Low
24309,24399097,729,DoS,2.74,0.81,1,Medium
24310,78214379,159,Replay,1.49,0.67,1,Medium
24311,82621126,406,Replay,1.25,0.65,1,High
24312,60429446,926,Spoofing,2.01,0.69,1,Medium
24313,196121862,594,Data Injection,0.9,0.65,1,Critical
24314,183627437,193,MITM,2.66,0.92,1,Medium
24315,164909441,508,Data Injection,2.93,0.62,1,High
24316,134151150,321,Data Injection,1.06,0.83,1,High
24317,169260489,767,Replay,2.46,0.86,1,Critical
24318,53819876,70,Data Injection,1.94,0.61,1,Medium
24319,180500641,726,DoS,3.0,0.91,1,High
24320,136269048,844,DoS,0.83,0.71,1,Medium
24321,4581429,842,Spoofing,1.1,0.76,1,High
24322,62097403,279,Data Injection,1.19,0.91,1,Critical
24323,13165173,139,Spoofing,3.1,0.67,1,Medium
24324,188249501,878,DoS,2.53,0.98,1,Low
24325,165765245,779,Spoofing,2.87,0.68,1,Medium
24326,159440735,850,Replay,1.3,0.99,1,Critical
24327,168329249,52,Data Injection,0.56,0.95,1,High
24328,7947318,72,MITM,2.34,0.75,1,Critical
24329,79272519,471,Spoofing,0.88,0.91,1,High
24330,53321674,34,Spoofing,1.7,0.68,1,Medium
24331,186072725,964,DoS,2.71,0.95,1,Critical
24332,146183084,439,MITM,1.3,0.66,1,High
24333,101708659,312,Replay,3.07,0.69,1,Medium
24334,133668853,745,Replay,1.85,0.81,1,High
24335,24917867,358,Spoofing,3.13,0.88,1,Medium
24336,139988317,950,Data Injection,0.68,0.66,1,Medium
24337,11949352,233,Data Injection,1.73,0.75,1,High
24338,52787391,873,MITM,1.55,0.7,1,High
24339,113321443,395,DoS,2.67,0.87,1,High
24340,198689854,484,Data Injection,1.43,0.98,1,High
24341,186306634,810,Data Injection,2.82,0.96,1,Low
24342,157823263,488,MITM,1.67,0.98,1,High
24343,4524481,953,Spoofing,3.08,0.61,1,Low
24344,15933861,911,Spoofing,1.08,0.85,1,Medium
24345,100911387,686,DoS,2.97,1.0,1,Medium
24346,75042124,290,MITM,2.55,0.87,1,Medium
24347,616306,590,DoS,1.45,0.87,1,Critical
24348,19079799,483,Replay,1.98,0.98,1,High
24349,12575607,385,Replay,3.37,0.94,1,High
24350,30105741,376,Data Injection,3.49,0.93,1,Medium
24351,53616999,975,Replay,1.5,0.85,1,High
24352,19885074,441,MITM,0.67,0.78,1,Medium
24353,81037150,394,Spoofing,3.26,0.74,1,High
24354,74545449,934,Spoofing,0.82,0.7,1,Medium
24355,128319065,983,DoS,1.67,0.62,1,Low
24356,22713647,997,DoS,3.48,0.83,1,Critical
24357,130723551,307,Replay,2.06,0.65,1,Low
24358,198371900,630,MITM,0.79,0.75,1,High
24359,185235699,914,MITM,1.22,0.96,1,High
24360,53892362,29,Replay,3.09,0.61,1,High
24361,45224452,81,Spoofing,1.76,0.73,1,High
24362,67824391,614,Replay,1.11,0.8,1,Critical
24363,158622022,921,Replay,1.49,0.98,1,Low
24364,181994316,657,Replay,1.32,0.87,1,Low
24365,42536298,806,Spoofing,3.33,0.87,1,Low
24366,178573041,806,MITM,0.89,0.7,1,High
24367,39143728,681,Replay,1.34,0.78,1,High
24368,90903708,835,Spoofing,2.58,0.98,1,Medium
24369,177968774,686,Spoofing,1.78,0.75,1,Critical
24370,73540077,242,Replay,2.17,0.97,1,Low
24371,167829752,876,Replay,0.52,0.93,1,High
24372,66052424,487,Spoofing,0.75,0.95,1,Low
24373,147416288,939,DoS,2.85,0.88,1,High
24374,71752954,678,Replay,3.26,0.75,1,High
24375,109004531,429,Replay,2.63,0.61,1,Critical
24376,195215928,977,Replay,1.56,0.92,1,High
24377,7611550,710,MITM,1.41,0.73,1,Medium
24378,181653848,839,DoS,0.58,0.62,1,Medium
24379,7055013,509,DoS,2.41,0.93,1,High
24380,169346131,331,MITM,1.08,0.77,1,High
24381,103510856,90,MITM,3.05,0.8,1,Medium
24382,31173759,899,Data Injection,1.44,0.93,1,High
24383,58839103,564,Data Injection,0.99,0.7,1,Critical
24384,87288530,900,DoS,3.21,0.75,1,High
24385,174101546,339,Data Injection,1.6,0.65,1,Low
24386,99117874,475,Data Injection,1.14,0.92,1,Critical
24387,46862577,891,Replay,1.58,0.98,1,High
24388,133400647,140,Spoofing,2.43,0.74,1,Medium
24389,50788743,420,DoS,1.69,0.95,1,Medium
24390,169955864,620,Replay,1.9,0.71,1,High
24391,36132222,751,Data Injection,1.25,0.72,1,Medium
24392,46302750,52,Replay,3.37,0.91,1,High
24393,94138842,229,Data Injection,1.83,0.78,1,Low
24394,96070898,226,Data Injection,0.67,0.61,1,Medium
24395,123381230,909,MITM,2.53,0.99,1,Low
24396,191014451,635,MITM,3.01,0.71,1,Medium
24397,2244992,287,Spoofing,1.77,0.85,1,Medium
24398,73568773,701,Spoofing,2.44,0.75,1,Critical
24399,63159135,45,DoS,2.34,0.95,1,Low
24400,173408013,254,Replay,2.5,0.7,1,Critical
24401,29051018,428,MITM,0.66,0.76,1,Medium
24402,69198164,518,Replay,1.67,0.65,1,High
24403,153397900,560,Replay,2.99,0.82,1,Medium
24404,148551657,563,Replay,1.89,0.97,1,Medium
24405,189475776,410,MITM,2.45,0.69,1,High
24406,175285028,639,Replay,2.42,0.81,1,High
24407,144774780,949,MITM,2.9,0.66,1,Medium
24408,97268399,478,Spoofing,2.35,0.98,1,Low
24409,125987525,164,Replay,2.44,0.78,1,Medium
24410,120980422,77,MITM,1.91,0.89,1,Critical
24411,198239111,363,DoS,2.53,0.85,1,High
24412,45892830,714,Data Injection,2.12,0.74,1,High
24413,38401082,624,Data Injection,2.33,0.9,1,Low
24414,144359925,634,DoS,2.95,0.65,1,Low
24415,56032475,547,Spoofing,2.81,0.78,1,Low
24416,148084304,229,Replay,2.31,0.96,1,High
24417,134506582,276,DoS,0.61,0.95,1,Low
24418,38872201,756,Data Injection,0.59,0.87,1,Medium
24419,83886135,724,DoS,1.25,0.69,1,Medium
24420,14738907,531,Spoofing,0.88,0.75,1,High
24421,179398130,199,Data Injection,2.69,0.99,1,Medium
24422,148404548,185,MITM,3.09,0.64,1,Low
24423,190120180,256,DoS,2.15,0.98,1,Medium
24424,101634586,757,MITM,3.37,0.66,1,High
24425,60989716,120,Data Injection,1.11,0.95,1,Low
24426,197096997,809,Data Injection,1.85,0.91,1,Critical
24427,192045171,526,Replay,1.46,0.89,1,High
24428,51618333,163,Data Injection,2.36,0.87,1,Medium
24429,138953827,270,Spoofing,1.56,0.91,1,High
24430,43998460,341,Data Injection,1.62,0.67,1,Critical
24431,12605213,878,Replay,1.15,0.61,1,Critical
24432,199258635,923,Spoofing,2.24,0.63,1,Critical
24433,110082193,786,Data Injection,2.19,0.98,1,Critical
24434,178954709,639,Data Injection,1.26,0.91,1,Critical
24435,65425239,822,Spoofing,1.05,0.63,1,High
24436,131200447,144,Data Injection,2.5,0.87,1,Low
24437,139680981,82,Replay,1.5,0.61,1,Critical
24438,66208955,365,Spoofing,0.9,0.69,1,Medium
24439,59880549,831,Replay,2.32,0.6,1,High
24440,166727919,199,Spoofing,2.76,0.76,1,Low
24441,197896229,743,MITM,2.89,0.75,1,Medium
24442,6323802,882,Data Injection,2.41,0.84,1,High
24443,92645122,817,Spoofing,2.1,1.0,1,Critical
24444,68364662,204,Replay,0.87,0.63,1,Medium
24445,95025246,187,MITM,2.95,0.94,1,High
24446,84112750,370,MITM,1.72,0.61,1,High
24447,18651403,213,Data Injection,2.14,0.89,1,High
24448,196028088,371,Data Injection,1.0,0.91,1,Medium
24449,40636851,983,Replay,0.76,0.7,1,High
24450,105536379,465,Data Injection,0.76,0.82,1,High
24451,177197390,263,MITM,3.46,0.63,1,Low
24452,125905140,414,MITM,1.75,0.95,1,Critical
24453,174866142,550,MITM,1.45,0.85,1,Critical
24454,114245123,47,MITM,1.59,0.84,1,Critical
24455,90414768,689,MITM,2.13,0.73,1,Medium
24456,92660238,75,DoS,0.59,0.86,1,Medium
24457,160473570,50,Spoofing,1.26,0.75,1,Critical
24458,86803377,469,Spoofing,1.33,0.93,1,Critical
24459,98083445,932,Spoofing,1.71,0.88,1,High
24460,74864981,897,Data Injection,2.61,0.81,1,Medium
24461,172462075,757,DoS,0.6,0.72,1,Low
24462,186111100,871,Spoofing,1.49,0.62,1,Medium
24463,126562667,989,Spoofing,2.13,0.83,1,Low
24464,44487765,789,Replay,1.33,0.7,1,Critical
24465,198659284,445,DoS,0.83,0.93,1,High
24466,66873005,742,Data Injection,3.11,0.96,1,Medium
24467,16403477,861,DoS,0.69,0.96,1,High
24468,128956196,86,DoS,1.27,0.79,1,Low
24469,146482237,863,Replay,2.45,0.68,1,High
24470,134484904,143,Data Injection,1.52,0.83,1,Low
24471,7488524,540,Replay,2.94,0.92,1,High
24472,67466635,541,Spoofing,1.34,0.93,1,Critical
24473,165705801,734,Data Injection,2.86,0.61,1,Medium
24474,54592320,175,DoS,2.54,0.94,1,High
24475,157369524,563,Data Injection,1.33,0.76,1,High
24476,45360099,55,Data Injection,1.28,0.68,1,Medium
24477,71919283,904,Data Injection,1.04,0.68,1,Medium
24478,33147253,356,Data Injection,0.75,0.77,1,High
24479,78871145,311,DoS,3.42,0.62,1,Low
24480,119193491,176,Spoofing,1.17,0.81,1,Medium
24481,103541180,439,Spoofing,2.7,0.74,1,Medium
24482,162466306,319,Replay,3.46,0.72,1,Critical
